State,Year,Month,Value,Anomaly
RI,2020,9,52.1,1.0
RI,2020,10,52.1,1.0
RI,2020,11,52.7,1.6
RI,2020,12,52.8,1.7
RI,2021,1,52.5,1.4
RI,2021,2,52.1,1.0
RI,2021,3,51.9,0.8
RI,2021,4,52.3,1.2
RI,2021,5,52.4,1.3
RI,2021,6,52.5,1.4
RI,2021,7,52.2,1.1
RI,2021,8,52.2,1.1
RI,2021,9,52.3,1.2
RI,2021,10,52.6,1.5
RI,2021,11,52.3,1.2
RI,2021,12,52.5,1.4
RI,2022,1,52.1,1.0
RI,2022,2,52.3,1.2
RI,2022,3,52.3,1.2
RI,2022,4,52.3,1.2
RI,2022,5,52.5,1.4
RI,2022,6,52.2,1.1
RI,2022,7,52.5,1.4
RI,2022,8,52.6,1.5
RI,2022,9,52.3,1.2
RI,2022,10,52.0,0.9
RI,2022,11,52.3,1.2
RI,2022,12,52.1,1.0
RI,2023,1,53.0,1.9
RI,2023,2,53.1,2.0
RI,2023,3,53.1,2.0
RI,2023,4,53.2,2.1
RI,2023,5,52.9,1.8
RI,2023,6,52.7,1.6
RI,2023,7,52.7,1.6
RI,2023,8,52.3,1.2
RI,2023,9,52.5,1.4
RI,2023,10,52.7,1.6
RI,2023,11,52.2,1.1
RI,2023,12,52.5,1.4
SC,2000,1,62.9,-0.7
SC,2000,2,62.9,-0.7
SC,2000,3,63.5,-0.1
SC,2000,4,63.1,-0.5
SC,2000,5,63.5,-0.1
SC,2000,6,63.7,0.0
SC,2000,7,63.6,-0.1
SC,2000,8,63.4,-0.3
SC,2000,9,63.4,-0.3
SC,2000,10,63.4,-0.3
SC,2000,11,62.9,-0.8
SC,2000,12,62.2,-1.5
SC,2001,1,62.2,-1.4
SC,2001,2,62.4,-1.2
SC,2001,3,61.9,-1.7
SC,2001,4,62.2,-1.4
SC,2001,5,61.9,-1.7
SC,2001,6,61.8,-1.9
SC,2001,7,61.7,-2.0
SC,2001,8,61.8,-1.9
SC,2001,9,61.7,-2.0
SC,2001,10,61.6,-2.1
SC,2001,11,62.2,-1.5
SC,2001,12,63.3,-0.4
SC,2002,1,63.6,0.0
SC,2002,2,63.3,-0.3
SC,2002,3,63.6,0.0
SC,2002,4,64.0,0.4
SC,2002,5,63.8,0.2
SC,2002,6,63.8,0.1
SC,2002,7,64.1,0.4
SC,2002,8,64.1,0.4
SC,2002,9,64.5,0.8
SC,2002,10,65.0,1.3
SC,2002,11,64.4,0.7
SC,2002,12,63.7,0.0
SC,2003,1,63.2,-0.4
SC,2003,2,63.1,-0.5
SC,2003,3,63.2,-0.4
SC,2003,4,62.7,-0.9
SC,2003,5,62.8,-0.8
SC,2003,6,62.7,-1.0
SC,2003,7,62.4,-1.3
SC,2003,8,62.4,-1.3
SC,2003,9,62.2,-1.5
SC,2003,10,61.9,-1.8
SC,2003,11,62.5,-1.2
SC,2003,12,62.4,-1.3
SC,2004,1,62.5,-1.1
SC,2004,2,62.3,-1.3
SC,2004,3,62.3,-1.3
SC,2004,4,62.4,-1.2
SC,2004,5,62.7,-0.9
SC,2004,6,63.0,-0.7
SC,2004,7,63.1,-0.6
SC,2004,8,62.8,-0.9
SC,2004,9,62.9,-0.8
SC,2004,10,63.1,-0.6
SC,2004,11,63.0,-0.7
SC,2004,12,63.2,-0.5
SC,2005,1,63.6,0.0
SC,2005,2,63.9,0.3
SC,2005,3,63.5,-0.1
SC,2005,4,63.3,-0.3
SC,2005,5,62.8,-0.8
SC,2005,6,62.6,-1.1
SC,2005,7,62.7,-1.0
SC,2005,8,63.0,-0.7
SC,2005,9,63.3,-0.4
SC,2005,10,63.3,-0.4
SC,2005,11,63.2,-0.5
SC,2005,12,63.1,-0.6
SC,2006,1,63.3,-0.3
SC,2006,2,63.2,-0.4
SC,2006,3,63.3,-0.3
SC,2006,4,63.8,0.2
SC,2006,5,63.9,0.3
SC,2006,6,63.9,0.2
SC,2006,7,63.8,0.1
SC,2006,8,63.9,0.2
SC,2006,9,63.5,-0.2
SC,2006,10,63.2,-0.5
SC,2006,11,63.1,-0.6
SC,2006,12,63.6,-0.1
SC,2007,1,63.4,-0.2
SC,2007,2,63.3,-0.3
SC,2007,3,63.7,0.1
SC,2007,4,63.2,-0.4
SC,2007,5,63.3,-0.3
SC,2007,6,63.3,-0.4
SC,2007,7,63.2,-0.5
SC,2007,8,63.4,-0.3
SC,2007,9,63.7,0.0
SC,2007,10,64.3,0.6
SC,2007,11,64.2,0.5
SC,2007,12,64.3,0.6
SC,2008,1,63.9,0.3
SC,2008,2,64.4,0.8
SC,2008,3,64.1,0.5
SC,2008,4,64.1,0.5
SC,2008,5,64.1,0.5
SC,2008,6,64.4,0.7
SC,2008,7,64.5,0.8
SC,2008,8,64.1,0.4
SC,2008,9,63.9,0.2
SC,2008,10,63.3,-0.4
SC,2008,11,63.0,-0.7
SC,2008,12,63.0,-0.7
SC,2009,1,63.0,-0.6
SC,2009,2,62.7,-0.9
SC,2009,3,62.6,-1.0
SC,2009,4,62.6,-1.0
SC,2009,5,62.8,-0.8
SC,2009,6,62.7,-1.0
SC,2009,7,62.6,-1.1
SC,2009,8,62.7,-1.0
SC,2009,9,62.7,-1.0
SC,2009,10,62.8,-0.9
SC,2009,11,63.2,-0.5
SC,2009,12,62.7,-1.0
SC,2010,1,62.4,-1.2
SC,2010,2,61.9,-1.7
SC,2010,3,61.8,-1.8
SC,2010,4,62.0,-1.6
SC,2010,5,62.2,-1.4
SC,2010,6,62.4,-1.3
SC,2010,7,62.7,-1.0
SC,2010,8,62.8,-0.9
SC,2010,9,63.1,-0.6
SC,2010,10,63.2,-0.5
SC,2010,11,63.1,-0.6
SC,2010,12,62.6,-1.1
SC,2011,1,62.6,-1.0
SC,2011,2,63.3,-0.3
SC,2011,3,63.6,0.0
SC,2011,4,63.7,0.1
SC,2011,5,63.5,-0.1
SC,2011,6,63.4,-0.3
SC,2011,7,63.5,-0.2
SC,2011,8,63.5,-0.2
SC,2011,9,63.2,-0.5
SC,2011,10,63.0,-0.7
SC,2011,11,63.1,-0.6
SC,2011,12,64.1,0.4
SC,2012,1,64.7,1.1
SC,2012,2,64.8,1.2
SC,2012,3,65.4,1.8
SC,2012,4,65.3,1.7
SC,2012,5,65.4,1.8
SC,2012,6,64.9,1.2
SC,2012,7,64.9,1.2
SC,2012,8,64.6,0.9
SC,2012,9,64.6,0.9
SC,2012,10,64.8,1.1
SC,2012,11,64.4,0.7
SC,2012,12,64.5,0.8
SC,2013,1,64.7,1.1
SC,2013,2,64.3,0.7
SC,2013,3,63.1,-0.5
SC,2013,4,62.9,-0.7
SC,2013,5,62.5,-1.1
SC,2013,6,62.7,-1.0
SC,2013,7,62.4,-1.3
SC,2013,8,62.4,-1.3
SC,2013,9,62.4,-1.3
SC,2013,10,62.4,-1.3
SC,2013,11,62.5,-1.2
SC,2013,12,62.3,-1.4
SC,2014,1,61.5,-2.1
SC,2014,2,61.6,-2.0
SC,2014,3,61.7,-1.9
SC,2014,4,61.8,-1.8
SC,2014,5,62.1,-1.5
SC,2014,6,62.2,-1.5
SC,2014,7,62.3,-1.4
SC,2014,8,62.3,-1.4
SC,2014,9,62.4,-1.3
SC,2014,10,62.5,-1.2
SC,2014,11,62.3,-1.4
SC,2014,12,62.2,-1.5
SC,2015,1,62.6,-1.0
SC,2015,2,62.0,-1.6
SC,2015,3,62.5,-1.1
SC,2015,4,62.6,-1.0
SC,2015,5,62.6,-1.0
SC,2015,6,62.8,-0.9
SC,2015,7,63.0,-0.7
SC,2015,8,63.1,-0.6
SC,2015,9,63.1,-0.6
SC,2015,10,63.0,-0.7
SC,2015,11,63.7,0.0
SC,2015,12,64.5,0.8
SC,2016,1,64.4,0.8
SC,2016,2,65.0,1.4
SC,2016,3,65.4,1.8
SC,2016,4,65.2,1.6
SC,2016,5,65.1,1.5
SC,2016,6,65.0,1.3
SC,2016,7,65.2,1.5
SC,2016,8,65.4,1.7
SC,2016,9,65.6,1.9
SC,2016,10,65.9,2.2
SC,2016,11,65.7,2.0
SC,2016,12,64.9,1.2
SC,2017,1,65.6,2.0
SC,2017,2,66.2,2.6
SC,2017,3,65.8,2.2
SC,2017,4,66.1,2.5
SC,2017,5,66.2,2.6
SC,2017,6,66.0,2.3
SC,2017,7,65.7,2.0
SC,2017,8,65.5,1.8
SC,2017,9,65.3,1.6
SC,2017,10,65.3,1.6
SC,2017,11,65.2,1.5
SC,2017,12,65.1,1.4
SC,2018,1,64.2,0.6
SC,2018,2,64.3,0.7
SC,2018,3,64.0,0.4
SC,2018,4,63.5,-0.1
SC,2018,5,63.6,0.0
SC,2018,6,63.9,0.2
SC,2018,7,63.9,0.2
SC,2018,8,63.9,0.2
SC,2018,9,64.3,0.6
SC,2018,10,64.4,0.7
SC,2018,11,64.2,0.5
SC,2018,12,64.3,0.6
SC,2019,1,64.8,1.2
SC,2019,2,64.4,0.8
SC,2019,3,64.6,1.0
SC,2019,4,64.9,1.3
SC,2019,5,65.0,1.4
SC,2019,6,64.8,1.1
SC,2019,7,64.9,1.2
SC,2019,8,64.9,1.2
SC,2019,9,64.8,1.1
SC,2019,10,65.0,1.3
SC,2019,11,64.9,1.2
SC,2019,12,65.0,1.3
SC,2020,1,65.3,1.7
SC,2020,2,65.1,1.5
SC,2020,3,65.7,2.1
SC,2020,4,65.5,1.9
SC,2020,5,64.9,1.3
SC,2020,6,64.8,1.1
SC,2020,7,64.8,1.1
SC,2020,8,64.8,1.1
SC,2020,9,64.4,0.7
SC,2020,10,64.3,0.6
SC,2020,11,65.0,1.3
SC,2020,12,64.6,0.9
SC,2021,1,64.3,0.7
SC,2021,2,64.0,0.4
SC,2021,3,63.7,0.1
SC,2021,4,63.7,0.1
SC,2021,5,63.8,0.2
SC,2021,6,63.9,0.2
SC,2021,7,63.7,0.0
SC,2021,8,63.7,0.0
SC,2021,9,63.7,0.0
SC,2021,10,63.6,-0.1
SC,2021,11,63.0,-0.7
SC,2021,12,63.7,0.0
SC,2022,1,63.5,-0.1
SC,2022,2,63.9,0.3
SC,2022,3,63.9,0.3
SC,2022,4,63.9,0.3
SC,2022,5,64.3,0.7
SC,2022,6,64.4,0.7
SC,2022,7,64.6,0.9
SC,2022,8,64.5,0.8
SC,2022,9,64.5,0.8
SC,2022,10,64.0,0.3
SC,2022,11,64.5,0.8
SC,2022,12,63.8,0.1
SC,2023,1,64.3,0.7
SC,2023,2,64.7,1.1
SC,2023,3,64.7,1.1
SC,2023,4,64.7,1.1
SC,2023,5,64.3,0.7
SC,2023,6,63.9,0.2
SC,2023,7,63.9,0.2
SC,2023,8,64.1,0.4
SC,2023,9,64.0,0.3
SC,2023,10,64.3,0.6
SC,2023,11,64.0,0.3
SC,2023,12,64.3,0.6
SD,2000,1,48.1,2.0
SD,2000,2,47.9,1.9
SD,2000,3,48.1,2.1
SD,2000,4,48.1,2.1
SD,2000,5,48.3,2.3
SD,2000,6,48.2,2.1
SD,2000,7,48.2,2.1
SD,2000,8,48.4,2.3
SD,2000,9,48.8,2.7
SD,2000,10,49.0,2.9
SD,2000,11,47.5,1.4
SD,2000,12,46.0,-0.1
SD,2001,1,46.1,0.0
SD,2001,2,44.6,-1.4
SD,2001,3,43.8,-2.2
SD,2001,4,43.9,-2.1
SD,2001,5,43.9,-2.1
SD,2001,6,44.0,-2.1
SD,2001,7,44.2,-1.9
SD,2001,8,44.2,-1.9
SD,2001,9,44.2,-1.9
SD,2001,10,43.9,-2.2
SD,2001,11,45.3,-0.8
SD,2001,12,46.5,0.4
SD,2002,1,46.6,0.5
SD,2002,2,48.0,2.0
SD,2002,3,47.4,1.4
SD,2002,4,47.3,1.3
SD,2002,5,46.8,0.8
SD,2002,6,47.2,1.1
SD,2002,7,47.4,1.3
SD,2002,8,47.2,1.1
SD,2002,9,47.2,1.1
SD,2002,10,46.6,0.5
SD,2002,11,46.0,-0.1
SD,2002,12,46.2,0.1
SD,2003,1,45.9,-0.2
SD,2003,2,45.0,-1.0
SD,2003,3,45.8,-0.2
SD,2003,4,46.1,0.1
SD,2003,5,46.3,0.3
SD,2003,6,45.8,-0.3
SD,2003,7,45.5,-0.6
SD,2003,8,45.9,-0.2
SD,2003,9,45.7,-0.4
SD,2003,10,46.7,0.6
SD,2003,11,46.1,0.0
SD,2003,12,46.1,0.0
SD,2004,1,45.8,-0.3
SD,2004,2,46.1,0.1
SD,2004,3,46.6,0.6
SD,2004,4,46.6,0.6
SD,2004,5,46.7,0.7
SD,2004,6,46.5,0.4
SD,2004,7,46.2,0.1
SD,2004,8,45.5,-0.6
SD,2004,9,45.7,-0.4
SD,2004,10,45.5,-0.6
SD,2004,11,46.2,0.1
SD,2004,12,46.3,0.2
SD,2005,1,46.4,0.3
SD,2005,2,46.9,0.9
SD,2005,3,46.6,0.6
SD,2005,4,46.6,0.6
SD,2005,5,46.5,0.5
SD,2005,6,47.0,0.9
SD,2005,7,47.3,1.2
SD,2005,8,47.7,1.6
SD,2005,9,47.9,1.8
SD,2005,10,47.9,1.8
SD,2005,11,47.9,1.8
SD,2005,12,47.3,1.2
SD,2006,1,48.6,2.5
SD,2006,2,48.1,2.1
SD,2006,3,47.9,1.9
SD,2006,4,48.1,2.1
SD,2006,5,48.4,2.4
SD,2006,6,48.5,2.4
SD,2006,7,48.9,2.8
SD,2006,8,49.0,2.9
SD,2006,9,48.2,2.1
SD,2006,10,47.8,1.7
SD,2006,11,47.6,1.5
SD,2006,12,48.1,2.0
SD,2007,1,47.1,1.0
SD,2007,2,46.5,0.5
SD,2007,3,47.1,1.1
SD,2007,4,46.5,0.5
SD,2007,5,46.7,0.7
SD,2007,6,46.6,0.5
SD,2007,7,46.4,0.3
SD,2007,8,46.4,0.3
SD,2007,9,46.9,0.8
SD,2007,10,47.3,1.2
SD,2007,11,47.4,1.3
SD,2007,12,46.8,0.7
SD,2008,1,46.5,0.4
SD,2008,2,46.8,0.8
SD,2008,3,46.1,0.1
SD,2008,4,46.1,0.1
SD,2008,5,45.5,-0.5
SD,2008,6,45.1,-1.0
SD,2008,7,44.8,-1.3
SD,2008,8,44.8,-1.3
SD,2008,9,44.6,-1.5
SD,2008,10,44.3,-1.8
SD,2008,11,44.3,-1.8
SD,2008,12,43.8,-2.3
SD,2009,1,43.9,-2.2
SD,2009,2,44.2,-1.8
SD,2009,3,44.1,-1.9
SD,2009,4,44.1,-1.9
SD,2009,5,44.3,-1.7
SD,2009,6,44.3,-1.8
SD,2009,7,43.9,-2.2
SD,2009,8,43.5,-2.6
SD,2009,9,43.8,-2.3
SD,2009,10,43.1,-3.0
SD,2009,11,43.6,-2.5
SD,2009,12,43.6,-2.5
SD,2010,1,43.4,-2.7
SD,2010,2,42.7,-3.3
SD,2010,3,43.2,-2.8
SD,2010,4,43.8,-2.2
SD,2010,5,43.6,-2.4
SD,2010,6,43.9,-2.2
SD,2010,7,44.2,-1.9
SD,2010,8,44.8,-1.3
SD,2010,9,44.4,-1.7
SD,2010,10,45.4,-0.7
SD,2010,11,44.8,-1.3
SD,2010,12,45.1,-1.0
SD,2011,1,45.0,-1.1
SD,2011,2,45.1,-0.9
SD,2011,3,44.4,-1.6
SD,2011,4,43.9,-2.1
SD,2011,5,43.8,-2.2
SD,2011,6,43.7,-2.4
SD,2011,7,44.0,-2.1
SD,2011,8,43.8,-2.3
SD,2011,9,43.9,-2.2
SD,2011,10,43.8,-2.3
SD,2011,11,44.0,-2.1
SD,2011,12,44.8,-1.3
SD,2012,1,45.8,-0.3
SD,2012,2,46.6,0.6
SD,2012,3,48.2,2.2
SD,2012,4,48.8,2.8
SD,2012,5,49.3,3.3
SD,2012,6,49.7,3.6
SD,2012,7,50.0,3.9
SD,2012,8,49.9,3.8
SD,2012,9,50.2,4.1
SD,2012,10,49.7,3.6
SD,2012,11,49.7,3.6
SD,2012,12,49.3,3.2
SD,2013,1,48.8,2.7
SD,2013,2,48.6,2.6
SD,2013,3,47.0,1.0
SD,2013,4,45.9,-0.1
SD,2013,5,45.7,-0.3
SD,2013,6,45.3,-0.8
SD,2013,7,44.7,-1.4
SD,2013,8,44.8,-1.3
SD,2013,9,45.0,-1.1
SD,2013,10,44.9,-1.2
SD,2013,11,44.7,-1.4
SD,2013,12,44.0,-2.1
SD,2014,1,44.0,-2.1
SD,2014,2,43.1,-2.9
SD,2014,3,43.2,-2.8
SD,2014,4,43.8,-2.2
SD,2014,5,43.8,-2.2
SD,2014,6,43.7,-2.4
SD,2014,7,43.5,-2.6
SD,2014,8,43.3,-2.8
SD,2014,9,42.8,-3.3
SD,2014,10,43.3,-2.8
SD,2014,11,42.8,-3.3
SD,2014,12,43.7,-2.4
SD,2015,1,44.1,-2.0
SD,2015,2,44.5,-1.5
SD,2015,3,45.3,-0.7
SD,2015,4,45.7,-0.3
SD,2015,5,45.5,-0.5
SD,2015,6,45.8,-0.3
SD,2015,7,46.0,-0.1
SD,2015,8,46.1,0.0
SD,2015,9,46.5,0.4
SD,2015,10,46.6,0.5
SD,2015,11,47.5,1.4
SD,2015,12,47.5,1.4
SD,2016,1,47.3,1.2
SD,2016,2,48.3,2.3
SD,2016,3,48.4,2.4
SD,2016,4,48.2,2.2
SD,2016,5,48.5,2.5
SD,2016,6,48.7,2.6
SD,2016,7,48.8,2.7
SD,2016,8,48.9,2.8
SD,2016,9,48.6,2.5
SD,2016,10,48.6,2.5
SD,2016,11,49.1,3.0
SD,2016,12,48.4,2.3
SD,2017,1,48.1,2.0
SD,2017,2,47.9,1.9
SD,2017,3,47.5,1.5
SD,2017,4,47.5,1.5
SD,2017,5,47.5,1.5
SD,2017,6,47.3,1.2
SD,2017,7,47.5,1.4
SD,2017,8,47.2,1.1
SD,2017,9,47.2,1.1
SD,2017,10,46.9,0.8
SD,2017,11,46.2,0.1
SD,2017,12,46.8,0.7
SD,2018,1,46.9,0.8
SD,2018,2,45.4,-0.6
SD,2018,3,45.0,-1.0
SD,2018,4,44.2,-1.8
SD,2018,5,44.7,-1.3
SD,2018,6,44.8,-1.3
SD,2018,7,44.5,-1.6
SD,2018,8,44.7,-1.4
SD,2018,9,44.7,-1.4
SD,2018,10,44.3,-1.8
SD,2018,11,43.8,-2.3
SD,2018,12,44.1,-2.0
SD,2019,1,44.1,-2.0
SD,2019,2,43.7,-2.3
SD,2019,3,43.2,-2.8
SD,2019,4,43.9,-2.1
SD,2019,5,42.9,-3.1
SD,2019,6,42.6,-3.5
SD,2019,7,42.6,-3.5
SD,2019,8,42.5,-3.6
SD,2019,9,42.6,-3.5
SD,2019,10,42.4,-3.7
SD,2019,11,42.5,-3.6
SD,2019,12,42.3,-3.8
SD,2020,1,42.5,-3.6
SD,2020,2,44.0,-2.0
SD,2020,3,44.9,-1.1
SD,2020,4,44.7,-1.3
SD,2020,5,45.0,-1.0
SD,2020,6,45.4,-0.7
SD,2020,7,45.5,-0.6
SD,2020,8,45.9,-0.2
SD,2020,9,45.6,-0.5
SD,2020,10,45.7,-0.4
SD,2020,11,46.3,0.2
SD,2020,12,46.8,0.7
SD,2021,1,47.3,1.2
SD,2021,2,46.4,0.4
SD,2021,3,46.7,0.7
SD,2021,4,46.8,0.8
SD,2021,5,46.9,0.9
SD,2021,6,47.0,0.9
SD,2021,7,47.2,1.1
SD,2021,8,47.2,1.1
SD,2021,9,47.5,1.4
SD,2021,10,48.4,2.3
SD,2021,11,48.3,2.2
SD,2021,12,48.0,1.9
SD,2022,1,47.4,1.3
SD,2022,2,48.0,2.0
SD,2022,3,47.5,1.5
SD,2022,4,47.2,1.2
SD,2022,5,47.2,1.2
SD,2022,6,46.8,0.7
SD,2022,7,46.8,0.7
SD,2022,8,46.8,0.7
SD,2022,9,46.9,0.8
SD,2022,10,46.7,0.6
SD,2022,11,46.0,-0.1
SD,2022,12,45.2,-0.9
SD,2023,1,45.2,-0.9
SD,2023,2,45.4,-0.6
SD,2023,3,44.6,-1.4
SD,2023,4,44.8,-1.2
SD,2023,5,45.2,-0.8
SD,2023,6,45.4,-0.7
SD,2023,7,45.1,-1.0
SD,2023,8,45.0,-1.1
SD,2023,9,44.9,-1.2
SD,2023,10,44.7,-1.4
SD,2023,11,45.4,-0.7
SD,2023,12,46.7,0.6
TN,2000,1,58.9,0.2
TN,2000,2,59.0,0.2
TN,2000,3,59.6,0.8
TN,2000,4,59.1,0.3
TN,2000,5,59.4,0.6
TN,2000,6,59.4,0.6
TN,2000,7,59.1,0.3
TN,2000,8,59.2,0.4
TN,2000,9,59.2,0.4
TN,2000,10,59.4,0.6
TN,2000,11,58.9,0.1
TN,2000,12,58.0,-0.8
TN,2001,1,57.7,-1.0
TN,2001,2,57.7,-1.1
TN,2001,3,57.0,-1.8
TN,2001,4,57.5,-1.3
TN,2001,5,57.3,-1.5
TN,2001,6,57.2,-1.6
TN,2001,7,57.2,-1.6
TN,2001,8,57.1,-1.7
TN,2001,9,57.0,-1.8
TN,2001,10,56.6,-2.2
TN,2001,11,57.1,-1.7
TN,2001,12,58.3,-0.5
TN,2002,1,58.8,0.1
TN,2002,2,58.4,-0.4
TN,2002,3,58.7,-0.1
TN,2002,4,58.7,-0.1
TN,2002,5,58.5,-0.3
TN,2002,6,58.7,-0.1
TN,2002,7,58.8,0.0
TN,2002,8,58.9,0.1
TN,2002,9,59.4,0.6
TN,2002,10,59.8,1.0
TN,2002,11,59.1,0.3
TN,2002,12,58.7,-0.1
TN,2003,1,58.1,-0.6
TN,2003,2,57.9,-0.9
TN,2003,3,58.1,-0.7
TN,2003,4,58.0,-0.8
TN,2003,5,58.2,-0.6
TN,2003,6,57.8,-1.0
TN,2003,7,57.6,-1.2
TN,2003,8,57.6,-1.2
TN,2003,9,57.1,-1.7
TN,2003,10,56.9,-1.9
TN,2003,11,57.6,-1.2
TN,2003,12,57.5,-1.3
TN,2004,1,57.9,-0.8
TN,2004,2,58.0,-0.8
TN,2004,3,58.1,-0.7
TN,2004,4,57.9,-0.9
TN,2004,5,58.2,-0.6
TN,2004,6,58.5,-0.3
TN,2004,7,58.4,-0.4
TN,2004,8,58.0,-0.8
TN,2004,9,58.1,-0.7
TN,2004,10,58.5,-0.3
TN,2004,11,58.5,-0.3
TN,2004,12,58.5,-0.3
TN,2005,1,59.0,0.3
TN,2005,2,59.4,0.6
TN,2005,3,58.9,0.1
TN,2005,4,59.0,0.2
TN,2005,5,58.4,-0.4
TN,2005,6,58.4,-0.4
TN,2005,7,58.6,-0.2
TN,2005,8,59.2,0.4
TN,2005,9,59.5,0.7
TN,2005,10,59.2,0.4
TN,2005,11,58.9,0.1
TN,2005,12,58.8,0.0
TN,2006,1,58.9,0.2
TN,2006,2,58.4,-0.4
TN,2006,3,58.7,-0.1
TN,2006,4,59.1,0.3
TN,2006,5,59.2,0.4
TN,2006,6,59.2,0.4
TN,2006,7,59.2,0.4
TN,2006,8,59.2,0.4
TN,2006,9,58.8,0.0
TN,2006,10,58.5,-0.3
TN,2006,11,58.3,-0.5
TN,2006,12,58.9,0.1
TN,2007,1,58.5,-0.2
TN,2007,2,58.3,-0.5
TN,2007,3,58.8,0.0
TN,2007,4,58.2,-0.6
TN,2007,5,58.5,-0.3
TN,2007,6,58.7,-0.1
TN,2007,7,58.5,-0.3
TN,2007,8,58.8,0.0
TN,2007,9,59.3,0.5
TN,2007,10,59.9,1.1
TN,2007,11,59.8,1.0
TN,2007,12,59.9,1.1
TN,2008,1,59.6,0.9
TN,2008,2,60.2,1.4
TN,2008,3,59.5,0.7
TN,2008,4,59.7,0.9
TN,2008,5,59.4,0.6
TN,2008,6,59.4,0.6
TN,2008,7,59.4,0.6
TN,2008,8,58.8,0.0
TN,2008,9,58.7,-0.1
TN,2008,10,58.2,-0.6
TN,2008,11,58.0,-0.8
TN,2008,12,57.6,-1.2
TN,2009,1,57.5,-1.2
TN,2009,2,57.5,-1.3
TN,2009,3,57.7,-1.1
TN,2009,4,57.7,-1.1
TN,2009,5,57.8,-1.0
TN,2009,6,57.8,-1.0
TN,2009,7,57.6,-1.2
TN,2009,8,57.5,-1.3
TN,2009,9,57.5,-1.3
TN,2009,10,57.4,-1.4
TN,2009,11,57.8,-1.0
TN,2009,12,57.6,-1.2
TN,2010,1,57.4,-1.3
TN,2010,2,56.7,-2.1
TN,2010,3,56.4,-2.4
TN,2010,4,56.7,-2.1
TN,2010,5,56.9,-1.9
TN,2010,6,57.2,-1.6
TN,2010,7,57.7,-1.1
TN,2010,8,58.1,-0.7
TN,2010,9,58.2,-0.6
TN,2010,10,58.4,-0.4
TN,2010,11,58.4,-0.4
TN,2010,12,57.9,-0.9
TN,2011,1,58.0,-0.7
TN,2011,2,58.8,0.0
TN,2011,3,59.1,0.3
TN,2011,4,59.1,0.3
TN,2011,5,58.8,0.0
TN,2011,6,58.7,-0.1
TN,2011,7,58.7,-0.1
TN,2011,8,58.5,-0.3
TN,2011,9,58.2,-0.6
TN,2011,10,58.0,-0.8
TN,2011,11,58.1,-0.7
TN,2011,12,58.9,0.1
TN,2012,1,59.7,1.0
TN,2012,2,59.8,1.0
TN,2012,3,60.5,1.7
TN,2012,4,60.5,1.7
TN,2012,5,60.8,2.0
TN,2012,6,60.6,1.8
TN,2012,7,60.6,1.8
TN,2012,8,60.5,1.7
TN,2012,9,60.5,1.7
TN,2012,10,60.5,1.7
TN,2012,11,60.1,1.3
TN,2012,12,60.3,1.5
TN,2013,1,60.2,1.5
TN,2013,2,59.9,1.1
TN,2013,3,58.5,-0.3
TN,2013,4,58.2,-0.6
TN,2013,5,57.8,-1.0
TN,2013,6,57.8,-1.0
TN,2013,7,57.3,-1.5
TN,2013,8,57.3,-1.5
TN,2013,9,57.4,-1.4
TN,2013,10,57.6,-1.2
TN,2013,11,57.6,-1.2
TN,2013,12,57.1,-1.7
TN,2014,1,56.2,-2.5
TN,2014,2,56.0,-2.8
TN,2014,3,56.2,-2.6
TN,2014,4,56.3,-2.5
TN,2014,5,56.5,-2.3
TN,2014,6,56.6,-2.2
TN,2014,7,56.5,-2.3
TN,2014,8,56.6,-2.2
TN,2014,9,56.6,-2.2
TN,2014,10,56.6,-2.2
TN,2014,11,56.4,-2.4
TN,2014,12,56.6,-2.2
TN,2015,1,57.1,-1.6
TN,2015,2,56.6,-2.2
TN,2015,3,56.9,-1.9
TN,2015,4,57.0,-1.8
TN,2015,5,57.1,-1.7
TN,2015,6,57.2,-1.6
TN,2015,7,57.6,-1.2
TN,2015,8,57.4,-1.4
TN,2015,9,57.4,-1.4
TN,2015,10,57.4,-1.4
TN,2015,11,58.3,-0.5
TN,2015,12,59.0,0.2
TN,2016,1,58.9,0.2
TN,2016,2,59.9,1.1
TN,2016,3,60.3,1.5
TN,2016,4,60.2,1.4
TN,2016,5,60.0,1.2
TN,2016,6,60.0,1.2
TN,2016,7,60.2,1.4
TN,2016,8,60.6,1.8
TN,2016,9,60.8,2.0
TN,2016,10,61.2,2.4
TN,2016,11,61.2,2.4
TN,2016,12,60.3,1.5
TN,2017,1,61.1,2.4
TN,2017,2,61.7,2.9
TN,2017,3,61.4,2.6
TN,2017,4,61.7,2.9
TN,2017,5,61.9,3.1
TN,2017,6,61.6,2.8
TN,2017,7,61.4,2.6
TN,2017,8,61.1,2.3
TN,2017,9,60.6,1.8
TN,2017,10,60.3,1.5
TN,2017,11,60.1,1.3
TN,2017,12,60.0,1.2
TN,2018,1,59.0,0.3
TN,2018,2,58.9,0.1
TN,2018,3,58.7,-0.1
TN,2018,4,57.8,-1.0
TN,2018,5,58.3,-0.5
TN,2018,6,58.6,-0.2
TN,2018,7,58.6,-0.2
TN,2018,8,58.8,0.0
TN,2018,9,59.3,0.5
TN,2018,10,59.3,0.5
TN,2018,11,58.8,0.0
TN,2018,12,59.1,0.3
TN,2019,1,59.6,0.9
TN,2019,2,59.5,0.7
TN,2019,3,59.4,0.6
TN,2019,4,59.9,1.1
