State,Year,Month,Value,Anomaly
TN,2019,5,59.7,0.9
TN,2019,6,59.5,0.7
TN,2019,7,59.4,0.6
TN,2019,8,59.5,0.7
TN,2019,9,59.6,0.8
TN,2019,10,59.6,0.8
TN,2019,11,59.6,0.8
TN,2019,12,59.8,1.0
TN,2020,1,60.1,1.4
TN,2020,2,59.9,1.1
TN,2020,3,60.5,1.7
TN,2020,4,60.2,1.4
TN,2020,5,59.7,0.9
TN,2020,6,59.7,0.9
TN,2020,7,59.8,1.0
TN,2020,8,59.8,1.0
TN,2020,9,59.2,0.4
TN,2020,10,59.1,0.3
TN,2020,11,59.8,1.0
TN,2020,12,59.3,0.5
TN,2021,1,59.0,0.3
TN,2021,2,58.5,-0.3
TN,2021,3,58.4,-0.4
TN,2021,4,58.5,-0.3
TN,2021,5,58.5,-0.3
TN,2021,6,58.5,-0.3
TN,2021,7,58.3,-0.5
TN,2021,8,58.4,-0.4
TN,2021,9,58.4,-0.4
TN,2021,10,58.6,-0.2
TN,2021,11,58.1,-0.7
TN,2021,12,59.0,0.2
TN,2022,1,58.7,0.0
TN,2022,2,59.0,0.2
TN,2022,3,58.9,0.1
TN,2022,4,58.9,0.1
TN,2022,5,59.3,0.5
TN,2022,6,59.5,0.7
TN,2022,7,59.7,0.9
TN,2022,8,59.7,0.9
TN,2022,9,59.7,0.9
TN,2022,10,59.1,0.3
TN,2022,11,59.3,0.5
TN,2022,12,58.5,-0.3
TN,2023,1,59.3,0.6
TN,2023,2,59.9,1.1
TN,2023,3,59.8,1.0
TN,2023,4,59.9,1.1
TN,2023,5,59.7,0.9
TN,2023,6,59.3,0.5
TN,2023,7,59.1,0.3
TN,2023,8,59.1,0.3
TN,2023,9,59.2,0.4
TN,2023,10,59.6,0.8
TN,2023,11,59.7,0.9
TN,2023,12,60.0,1.2
TX,2000,1,66.6,0.5
TX,2000,2,66.7,0.6
TX,2000,3,67.0,0.9
TX,2000,4,66.9,0.8
TX,2000,5,67.3,1.1
TX,2000,6,67.2,1.0
TX,2000,7,67.4,1.2
TX,2000,8,67.4,1.2
TX,2000,9,67.6,1.4
TX,2000,10,67.7,1.5
TX,2000,11,67.0,0.8
TX,2000,12,66.5,0.3
TX,2001,1,65.9,-0.2
TX,2001,2,65.5,-0.6
TX,2001,3,64.8,-1.3
TX,2001,4,65.0,-1.1
TX,2001,5,64.7,-1.5
TX,2001,6,64.9,-1.3
TX,2001,7,65.0,-1.2
TX,2001,8,64.9,-1.3
TX,2001,9,64.6,-1.6
TX,2001,10,64.5,-1.7
TX,2001,11,65.1,-1.1
TX,2001,12,65.7,-0.5
TX,2002,1,66.1,0.0
TX,2002,2,65.7,-0.4
TX,2002,3,65.9,-0.2
TX,2002,4,66.0,-0.1
TX,2002,5,66.0,-0.2
TX,2002,6,66.0,-0.2
TX,2002,7,65.6,-0.6
TX,2002,8,65.6,-0.6
TX,2002,9,65.7,-0.5
TX,2002,10,65.7,-0.5
TX,2002,11,65.2,-1.0
TX,2002,12,65.0,-1.2
TX,2003,1,64.8,-1.3
TX,2003,2,64.9,-1.2
TX,2003,3,65.1,-1.0
TX,2003,4,64.9,-1.2
TX,2003,5,65.0,-1.2
TX,2003,6,64.8,-1.4
TX,2003,7,64.9,-1.3
TX,2003,8,64.9,-1.3
TX,2003,9,64.8,-1.4
TX,2003,10,65.0,-1.2
TX,2003,11,65.4,-0.8
TX,2003,12,65.5,-0.7
TX,2004,1,65.7,-0.4
TX,2004,2,65.7,-0.4
TX,2004,3,66.0,-0.1
TX,2004,4,65.8,-0.3
TX,2004,5,65.7,-0.5
TX,2004,6,65.7,-0.5
TX,2004,7,65.6,-0.6
TX,2004,8,65.3,-0.9
TX,2004,9,65.4,-0.8
TX,2004,10,65.6,-0.6
TX,2004,11,65.4,-0.8
TX,2004,12,65.2,-1.0
TX,2005,1,65.4,-0.7
TX,2005,2,65.8,-0.3
TX,2005,3,65.3,-0.8
TX,2005,4,65.3,-0.8
TX,2005,5,65.2,-1.0
TX,2005,6,65.3,-0.9
TX,2005,7,65.5,-0.7
TX,2005,8,65.6,-0.6
TX,2005,9,66.0,-0.2
TX,2005,10,65.8,-0.4
TX,2005,11,66.0,-0.2
TX,2005,12,66.0,-0.2
TX,2006,1,66.2,0.1
TX,2006,2,66.0,-0.1
TX,2006,3,66.4,0.3
TX,2006,4,66.9,0.8
TX,2006,5,67.3,1.1
TX,2006,6,67.3,1.1
TX,2006,7,67.4,1.2
TX,2006,8,67.6,1.4
TX,2006,9,67.1,0.9
TX,2006,10,67.1,0.9
TX,2006,11,67.0,0.8
TX,2006,12,67.1,0.9
TX,2007,1,66.3,0.2
TX,2007,2,66.2,0.1
TX,2007,3,66.3,0.2
TX,2007,4,65.5,-0.6
TX,2007,5,65.1,-1.1
TX,2007,6,64.9,-1.3
TX,2007,7,64.5,-1.7
TX,2007,8,64.4,-1.8
TX,2007,9,64.6,-1.6
TX,2007,10,64.8,-1.4
TX,2007,11,64.8,-1.4
TX,2007,12,64.8,-1.4
TX,2008,1,65.1,-1.0
TX,2008,2,65.5,-0.6
TX,2008,3,65.2,-0.9
TX,2008,4,65.5,-0.6
TX,2008,5,65.7,-0.5
TX,2008,6,66.1,-0.1
TX,2008,7,66.4,0.2
TX,2008,8,66.3,0.1
TX,2008,9,66.0,-0.2
TX,2008,10,65.7,-0.5
TX,2008,11,65.6,-0.6
TX,2008,12,65.5,-0.7
TX,2009,1,65.7,-0.4
TX,2009,2,65.9,-0.2
TX,2009,3,66.0,-0.1
TX,2009,4,65.9,-0.2
TX,2009,5,65.9,-0.3
TX,2009,6,65.8,-0.4
TX,2009,7,66.0,-0.2
TX,2009,8,66.2,0.0
TX,2009,9,66.2,0.0
TX,2009,10,66.1,-0.1
TX,2009,11,66.2,0.0
TX,2009,12,65.8,-0.4
TX,2010,1,65.5,-0.6
TX,2010,2,64.5,-1.6
TX,2010,3,64.1,-2.0
TX,2010,4,64.1,-2.0
TX,2010,5,64.2,-2.0
TX,2010,6,64.2,-2.0
TX,2010,7,64.0,-2.2
TX,2010,8,64.1,-2.1
TX,2010,9,64.4,-1.8
TX,2010,10,64.7,-1.5
TX,2010,11,64.6,-1.6
TX,2010,12,65.1,-1.1
TX,2011,1,65.2,-0.9
TX,2011,2,65.5,-0.6
TX,2011,3,66.1,0.0
TX,2011,4,66.6,0.5
TX,2011,5,66.6,0.4
TX,2011,6,66.8,0.6
TX,2011,7,67.3,1.1
TX,2011,8,67.6,1.4
TX,2011,9,67.6,1.4
TX,2011,10,67.6,1.4
TX,2011,11,67.6,1.4
TX,2011,12,67.3,1.1
TX,2012,1,67.8,1.7
TX,2012,2,68.1,2.0
TX,2012,3,68.2,2.1
TX,2012,4,68.2,2.1
TX,2012,5,68.3,2.1
TX,2012,6,68.0,1.8
TX,2012,7,67.7,1.5
TX,2012,8,67.4,1.2
TX,2012,9,67.3,1.1
TX,2012,10,67.2,1.0
TX,2012,11,67.4,1.2
TX,2012,12,67.8,1.6
TX,2013,1,67.6,1.5
TX,2013,2,67.6,1.5
TX,2013,3,67.1,1.0
TX,2013,4,66.5,0.4
TX,2013,5,66.2,0.0
TX,2013,6,66.2,0.0
TX,2013,7,66.0,-0.2
TX,2013,8,65.9,-0.3
TX,2013,9,66.1,-0.1
TX,2013,10,66.1,-0.1
TX,2013,11,65.6,-0.6
TX,2013,12,65.1,-1.1
TX,2014,1,64.8,-1.3
TX,2014,2,64.6,-1.5
TX,2014,3,64.4,-1.7
TX,2014,4,64.6,-1.5
TX,2014,5,64.5,-1.7
TX,2014,6,64.4,-1.8
TX,2014,7,64.4,-1.8
TX,2014,8,64.4,-1.8
TX,2014,9,64.2,-2.0
TX,2014,10,64.5,-1.7
TX,2014,11,64.4,-1.8
TX,2014,12,64.9,-1.3
TX,2015,1,64.8,-1.3
TX,2015,2,64.8,-1.3
TX,2015,3,64.9,-1.2
TX,2015,4,65.0,-1.1
TX,2015,5,65.0,-1.2
TX,2015,6,64.9,-1.3
TX,2015,7,65.0,-1.2
TX,2015,8,65.1,-1.1
TX,2015,9,65.3,-0.9
TX,2015,10,65.3,-0.9
TX,2015,11,65.7,-0.5
TX,2015,12,65.8,-0.4
TX,2016,1,66.0,-0.1
TX,2016,2,66.5,0.4
TX,2016,3,66.9,0.8
TX,2016,4,66.9,0.8
TX,2016,5,66.9,0.7
TX,2016,6,67.0,0.8
TX,2016,7,67.1,0.9
TX,2016,8,67.0,0.8
TX,2016,9,66.9,0.7
TX,2016,10,67.0,0.8
TX,2016,11,67.3,1.1
TX,2016,12,67.2,1.0
TX,2017,1,67.5,1.4
TX,2017,2,67.9,1.8
TX,2017,3,68.1,2.0
TX,2017,4,68.1,2.0
TX,2017,5,68.2,2.0
TX,2017,6,68.2,2.0
TX,2017,7,68.1,1.9
TX,2017,8,68.0,1.8
TX,2017,9,67.9,1.7
TX,2017,10,67.5,1.3
TX,2017,11,67.5,1.3
TX,2017,12,67.3,1.1
TX,2018,1,66.7,0.6
TX,2018,2,66.2,0.1
TX,2018,3,66.1,0.0
TX,2018,4,65.7,-0.4
TX,2018,5,66.2,0.0
TX,2018,6,66.5,0.3
TX,2018,7,66.6,0.4
TX,2018,8,66.8,0.6
TX,2018,9,66.8,0.6
TX,2018,10,66.7,0.5
TX,2018,11,66.0,-0.2
TX,2018,12,66.0,-0.2
TX,2019,1,66.3,0.2
TX,2019,2,66.3,0.2
TX,2019,3,65.8,-0.3
TX,2019,4,65.9,-0.2
TX,2019,5,65.5,-0.7
TX,2019,6,65.1,-1.1
TX,2019,7,64.9,-1.3
TX,2019,8,65.2,-1.0
TX,2019,9,65.6,-0.6
TX,2019,10,65.6,-0.6
TX,2019,11,65.7,-0.5
TX,2019,12,65.9,-0.3
TX,2020,1,66.2,0.1
TX,2020,2,66.0,-0.1
TX,2020,3,66.6,0.5
TX,2020,4,66.6,0.5
TX,2020,5,66.8,0.6
TX,2020,6,66.9,0.7
TX,2020,7,67.1,0.9
TX,2020,8,67.0,0.8
TX,2020,9,66.4,0.2
TX,2020,10,66.4,0.2
TX,2020,11,67.1,0.9
TX,2020,12,66.9,0.7
TX,2021,1,66.6,0.5
TX,2021,2,66.1,0.0
TX,2021,3,65.8,-0.3
TX,2021,4,65.7,-0.4
TX,2021,5,65.5,-0.7
TX,2021,6,65.4,-0.8
TX,2021,7,65.1,-1.1
TX,2021,8,64.9,-1.3
TX,2021,9,65.2,-1.0
TX,2021,10,65.5,-0.7
TX,2021,11,65.3,-0.9
TX,2021,12,66.2,0.0
TX,2022,1,66.0,-0.1
TX,2022,2,66.2,0.1
TX,2022,3,66.0,-0.1
TX,2022,4,66.4,0.3
TX,2022,5,66.9,0.7
TX,2022,6,67.2,1.0
TX,2022,7,67.7,1.5
TX,2022,8,67.9,1.7
TX,2022,9,67.8,1.6
TX,2022,10,67.5,1.3
TX,2022,11,67.3,1.1
TX,2022,12,66.5,0.3
TX,2023,1,67.0,0.9
TX,2023,2,67.5,1.4
TX,2023,3,67.8,1.7
TX,2023,4,67.5,1.4
TX,2023,5,67.1,0.9
TX,2023,6,67.0,0.8
TX,2023,7,66.9,0.7
TX,2023,8,67.2,1.0
TX,2023,9,67.6,1.4
TX,2023,10,67.7,1.5
TX,2023,11,68.0,1.8
TX,2023,12,68.1,1.9
UT,2000,1,49.2,-0.3
UT,2000,2,49.3,-0.2
UT,2000,3,49.1,-0.3
UT,2000,4,49.8,0.3
UT,2000,5,50.4,0.9
UT,2000,6,50.7,1.2
UT,2000,7,50.9,1.4
UT,2000,8,51.2,1.7
UT,2000,9,51.4,1.9
UT,2000,10,51.1,1.5
UT,2000,11,50.1,0.6
UT,2000,12,50.2,0.7
UT,2001,1,49.8,0.3
UT,2001,2,49.4,-0.1
UT,2001,3,49.6,0.2
UT,2001,4,49.3,-0.2
UT,2001,5,49.3,-0.2
UT,2001,6,49.3,-0.2
UT,2001,7,49.2,-0.3
UT,2001,8,49.1,-0.4
UT,2001,9,49.4,-0.1
UT,2001,10,49.6,0.0
UT,2001,11,50.4,0.9
UT,2001,12,50.0,0.5
UT,2002,1,50.0,0.5
UT,2002,2,49.7,0.2
UT,2002,3,49.3,-0.1
UT,2002,4,49.5,0.0
UT,2002,5,49.3,-0.2
UT,2002,6,49.4,-0.1
UT,2002,7,49.7,0.2
UT,2002,8,49.5,0.0
UT,2002,9,49.2,-0.3
UT,2002,10,48.8,-0.8
UT,2002,11,48.5,-1.0
UT,2002,12,48.8,-0.7
UT,2003,1,49.6,0.1
UT,2003,2,49.8,0.3
UT,2003,3,50.1,0.7
UT,2003,4,49.8,0.3
UT,2003,5,49.9,0.4
UT,2003,6,49.7,0.2
UT,2003,7,49.7,0.2
UT,2003,8,49.9,0.4
UT,2003,9,50.0,0.5
UT,2003,10,50.7,1.1
UT,2003,11,50.5,1.0
UT,2003,12,50.6,1.1
UT,2004,1,49.7,0.2
UT,2004,2,49.4,-0.1
UT,2004,3,49.9,0.5
UT,2004,4,50.0,0.5
UT,2004,5,50.0,0.5
UT,2004,6,50.0,0.5
UT,2004,7,49.6,0.1
UT,2004,8,49.3,-0.2
UT,2004,9,49.1,-0.4
UT,2004,10,48.6,-1.0
UT,2004,11,48.7,-0.8
UT,2004,12,48.7,-0.8
UT,2005,1,49.4,-0.1
UT,2005,2,49.9,0.4
UT,2005,3,49.3,-0.1
UT,2005,4,49.2,-0.3
UT,2005,5,49.1,-0.4
UT,2005,6,48.7,-0.8
UT,2005,7,48.9,-0.6
UT,2005,8,49.0,-0.5
UT,2005,9,49.0,-0.5
UT,2005,10,49.1,-0.5
UT,2005,11,49.4,-0.1
UT,2005,12,49.3,-0.2
UT,2006,1,49.1,-0.4
UT,2006,2,48.9,-0.6
UT,2006,3,48.7,-0.7
UT,2006,4,48.9,-0.6
UT,2006,5,49.2,-0.3
UT,2006,6,49.8,0.3
UT,2006,7,49.8,0.3
UT,2006,8,49.8,0.3
UT,2006,9,49.6,0.1
UT,2006,10,49.3,-0.3
UT,2006,11,49.3,-0.2
UT,2006,12,49.2,-0.3
UT,2007,1,48.5,-1.0
UT,2007,2,48.8,-0.7
UT,2007,3,49.3,-0.1
UT,2007,4,49.3,-0.2
UT,2007,5,49.2,-0.3
UT,2007,6,49.2,-0.3
UT,2007,7,49.3,-0.2
UT,2007,8,49.5,0.0
UT,2007,9,49.8,0.3
UT,2007,10,50.0,0.4
UT,2007,11,50.2,0.7
UT,2007,12,49.9,0.4
UT,2008,1,49.9,0.4
UT,2008,2,49.6,0.1
UT,2008,3,49.1,-0.3
UT,2008,4,48.7,-0.8
UT,2008,5,48.3,-1.2
UT,2008,6,48.0,-1.5
UT,2008,7,47.8,-1.7
UT,2008,8,47.7,-1.8
UT,2008,9,47.8,-1.7
UT,2008,10,47.9,-1.7
UT,2008,11,47.9,-1.6
UT,2008,12,48.1,-1.4
UT,2009,1,48.7,-0.8
UT,2009,2,48.9,-0.6
UT,2009,3,49.1,-0.3
UT,2009,4,49.2,-0.3
UT,2009,5,49.7,0.2
UT,2009,6,49.5,0.0
UT,2009,7,49.4,-0.1
UT,2009,8,49.2,-0.3
UT,2009,9,49.4,-0.1
UT,2009,10,49.1,-0.5
UT,2009,11,48.9,-0.6
UT,2009,12,48.4,-1.1
UT,2010,1,48.2,-1.3
UT,2010,2,48.0,-1.5
UT,2010,3,47.9,-1.5
UT,2010,4,47.8,-1.7
UT,2010,5,47.1,-2.4
UT,2010,6,47.4,-2.1
UT,2010,7,47.4,-2.1
UT,2010,8,47.4,-2.1
UT,2010,9,47.3,-2.2
UT,2010,10,47.8,-1.8
UT,2010,11,47.4,-2.1
UT,2010,12,48.3,-1.2
UT,2011,1,48.2,-1.3
UT,2011,2,48.1,-1.4
UT,2011,3,48.2,-1.2
UT,2011,4,48.1,-1.4
UT,2011,5,48.1,-1.4
UT,2011,6,48.0,-1.5
UT,2011,7,47.9,-1.6
UT,2011,8,48.1,-1.4
UT,2011,9,48.1,-1.4
UT,2011,10,48.0,-1.6
UT,2011,11,48.1,-1.4
UT,2011,12,47.6,-1.9
UT,2012,1,48.1,-1.4
UT,2012,2,48.3,-1.2
UT,2012,3,48.6,-0.8
UT,2012,4,49.1,-0.4
UT,2012,5,49.7,0.2
UT,2012,6,50.2,0.7
UT,2012,7,50.3,0.8
UT,2012,8,50.3,0.8
UT,2012,9,50.4,0.9
UT,2012,10,50.4,0.8
UT,2012,11,50.9,1.4
UT,2012,12,50.9,1.4
UT,2013,1,50.0,0.5
UT,2013,2,49.7,0.2
UT,2013,3,49.5,0.1
UT,2013,4,49.1,-0.4
UT,2013,5,49.0,-0.5
UT,2013,6,49.0,-0.5
UT,2013,7,49.1,-0.4
UT,2013,8,49.0,-0.5
UT,2013,9,48.8,-0.7
UT,2013,10,48.4,-1.2
UT,2013,11,48.1,-1.4
UT,2013,12,47.8,-1.7
UT,2014,1,48.6,-0.9
UT,2014,2,49.3,-0.2
UT,2014,3,49.3,-0.1
UT,2014,4,49.5,0.0
UT,2014,5,49.5,0.0
UT,2014,6,49.2,-0.3
UT,2014,7,49.2,-0.3
UT,2014,8,49.0,-0.5
UT,2014,9,49.2,-0.3
UT,2014,10,49.8,0.2
UT,2014,11,49.7,0.2
UT,2014,12,50.4,0.9
UT,2015,1,50.6,1.1
UT,2015,2,50.9,1.4
UT,2015,3,51.2,1.8
UT,2015,4,51.2,1.7
UT,2015,5,51.0,1.5
UT,2015,6,51.3,1.8
UT,2015,7,50.9,1.4
UT,2015,8,51.2,1.7
UT,2015,9,51.3,1.8
UT,2015,10,51.4,1.8
UT,2015,11,51.2,1.7
UT,2015,12,50.7,1.2
UT,2016,1,50.3,0.8
UT,2016,2,49.8,0.3
UT,2016,3,49.6,0.2
UT,2016,4,49.7,0.2
UT,2016,5,49.7,0.2
UT,2016,6,49.8,0.3
UT,2016,7,50.1,0.6
UT,2016,8,50.0,0.5
UT,2016,9,49.7,0.2
UT,2016,10,49.6,0.0
UT,2016,11,50.2,0.7
UT,2016,12,50.2,0.7
UT,2017,1,50.2,0.7
UT,2017,2,50.4,0.9
UT,2017,3,50.7,1.3
UT,2017,4,50.5,1.0
UT,2017,5,50.6,1.1
UT,2017,6,50.5,1.0
UT,2017,7,50.6,1.1
UT,2017,8,50.7,1.2
UT,2017,9,50.7,1.2
UT,2017,10,50.3,0.7
UT,2017,11,50.4,0.9
UT,2017,12,50.7,1.2
UT,2018,1,51.3,1.8
UT,2018,2,50.9,1.4
UT,2018,3,50.4,1.0
UT,2018,4,50.7,1.2
UT,2018,5,50.9,1.4
UT,2018,6,50.9,1.4
UT,2018,7,51.0,1.5
UT,2018,8,51.0,1.5
UT,2018,9,51.5,2.0
UT,2018,10,51.4,1.8
UT,2018,11,50.7,1.2
UT,2018,12,50.4,0.9
UT,2019,1,49.9,0.4
UT,2019,2,49.5,0.0
UT,2019,3,49.4,0.0
UT,2019,4,49.4,-0.1
UT,2019,5,48.7,-0.8
UT,2019,6,48.3,-1.2
UT,2019,7,48.0,-1.5
UT,2019,8,48.1,-1.4
UT,2019,9,47.9,-1.6
UT,2019,10,47.5,-2.1
UT,2019,11,47.8,-1.7
UT,2019,12,47.9,-1.6
UT,2020,1,48.0,-1.5
UT,2020,2,48.3,-1.2
UT,2020,3,48.6,-0.8
UT,2020,4,48.5,-1.0
UT,2020,5,49.2,-0.3
UT,2020,6,49.3,-0.2
UT,2020,7,49.4,-0.1
UT,2020,8,49.6,0.1
UT,2020,9,49.7,0.2
UT,2020,10,50.5,0.9
UT,2020,11,50.5,1.0
UT,2020,12,50.4,0.9
UT,2021,1,50.3,0.8
UT,2021,2,50.4,0.9
UT,2021,3,50.2,0.8
UT,2021,4,50.2,0.7
UT,2021,5,50.1,0.6
UT,2021,6,50.6,1.1
UT,2021,7,50.8,1.3
UT,2021,8,50.4,0.9
UT,2021,9,50.5,1.0
UT,2021,10,50.0,0.4
UT,2021,11,50.4,0.9
UT,2021,12,50.7,1.2
UT,2022,1,50.8,1.3
UT,2022,2,50.6,1.1
UT,2022,3,50.7,1.3
UT,2022,4,50.7,1.2
UT,2022,5,50.5,1.0
UT,2022,6,50.1,0.6
UT,2022,7,50.1,0.6
UT,2022,8,50.2,0.7
UT,2022,9,50.4,0.9
UT,2022,10,50.6,1.0
UT,2022,11,49.8,0.3
UT,2022,12,49.5,0.0
UT,2023,1,49.2,-0.3
UT,2023,2,49.0,-0.5
UT,2023,3,48.3,-1.1
UT,2023,4,48.2,-1.3
UT,2023,5,48.4,-1.1
UT,2023,6,48.0,-1.5
UT,2023,7,48.0,-1.5
UT,2023,8,47.9,-1.6
UT,2023,9,47.6,-1.9
UT,2023,10,47.6,-2.0
UT,2023,11,48.1,-1.4
UT,2023,12,48.5,-1.0
VA,2000,1,55.9,-0.4
VA,2000,2,56.0,-0.3
VA,2000,3,56.6,0.3
VA,2000,4,56.4,0.1
VA,2000,5,56.6,0.2
VA,2000,6,56.8,0.4
VA,2000,7,56.4,0.0
VA,2000,8,56.2,-0.2
VA,2000,9,56.1,-0.3
VA,2000,10,56.4,0.0
VA,2000,11,55.7,-0.7
VA,2000,12,54.9,-1.5
VA,2001,1,54.9,-1.4
VA,2001,2,54.9,-1.4
VA,2001,3,54.3,-2.0
VA,2001,4,54.5,-1.8
VA,2001,5,54.3,-2.1
VA,2001,6,54.2,-2.2
VA,2001,7,54.1,-2.3
VA,2001,8,54.4,-2.0
VA,2001,9,54.3,-2.1
VA,2001,10,54.1,-2.3
VA,2001,11,54.7,-1.7
VA,2001,12,55.8,-0.6
VA,2002,1,56.3,0.0
VA,2002,2,56.2,-0.1
VA,2002,3,56.6,0.3
VA,2002,4,56.6,0.3
VA,2002,5,56.6,0.2
VA,2002,6,56.7,0.3
VA,2002,7,57.1,0.7
VA,2002,8,57.1,0.7
VA,2002,9,57.5,1.1
VA,2002,10,57.7,1.3
VA,2002,11,57.2,0.8
VA,2002,12,56.6,0.2
VA,2003,1,55.9,-0.4
VA,2003,2,55.4,-0.9
VA,2003,3,55.6,-0.7
VA,2003,4,55.3,-1.0
VA,2003,5,55.3,-1.1
VA,2003,6,54.9,-1.5
VA,2003,7,54.8,-1.6
VA,2003,8,54.7,-1.7
VA,2003,9,54.5,-1.9
VA,2003,10,54.3,-2.1
VA,2003,11,54.9,-1.5
VA,2003,12,55.0,-1.4
VA,2004,1,55.0,-1.3
VA,2004,2,55.2,-1.1
VA,2004,3,55.1,-1.2
VA,2004,4,55.2,-1.1
VA,2004,5,55.8,-0.6
VA,2004,6,56.0,-0.4
VA,2004,7,56.0,-0.4
VA,2004,8,55.7,-0.7
VA,2004,9,55.8,-0.6
VA,2004,10,55.9,-0.5
VA,2004,11,55.8,-0.6
VA,2004,12,55.9,-0.5
VA,2005,1,56.4,0.1
VA,2005,2,56.6,0.3
VA,2005,3,56.1,-0.2
VA,2005,4,56.1,-0.2
VA,2005,5,55.3,-1.1
VA,2005,6,55.4,-1.0
VA,2005,7,55.6,-0.8
VA,2005,8,56.0,-0.4
VA,2005,9,56.2,-0.2
VA,2005,10,56.3,-0.1
VA,2005,11,56.2,-0.2
VA,2005,12,55.9,-0.5
VA,2006,1,56.3,0.0
VA,2006,2,56.2,-0.1
VA,2006,3,56.5,0.2
VA,2006,4,56.8,0.5
VA,2006,5,56.9,0.5
VA,2006,6,56.8,0.4
VA,2006,7,56.7,0.3
VA,2006,8,56.7,0.3
VA,2006,9,56.2,-0.2
VA,2006,10,55.9,-0.5
VA,2006,11,55.9,-0.5
VA,2006,12,56.6,0.2
VA,2007,1,56.4,0.1
VA,2007,2,55.9,-0.4
VA,2007,3,56.2,-0.1
VA,2007,4,55.8,-0.5
VA,2007,5,56.1,-0.3
VA,2007,6,56.2,-0.2
VA,2007,7,56.0,-0.4
VA,2007,8,56.1,-0.3
VA,2007,9,56.5,0.1
VA,2007,10,57.1,0.7
VA,2007,11,56.9,0.5
VA,2007,12,56.8,0.4
VA,2008,1,56.5,0.2
VA,2008,2,57.2,0.9
VA,2008,3,57.0,0.7
VA,2008,4,57.2,0.9
VA,2008,5,56.9,0.5
VA,2008,6,57.1,0.7
VA,2008,7,57.2,0.8
VA,2008,8,56.7,0.3
VA,2008,9,56.6,0.2
VA,2008,10,56.0,-0.4
VA,2008,11,55.8,-0.6
VA,2008,12,55.7,-0.7
VA,2009,1,55.4,-0.9
VA,2009,2,55.3,-1.0
VA,2009,3,55.2,-1.1
VA,2009,4,55.1,-1.2
VA,2009,5,55.4,-1.0
VA,2009,6,55.2,-1.2
VA,2009,7,54.9,-1.5
VA,2009,8,55.2,-1.2
VA,2009,9,55.0,-1.4
VA,2009,10,55.1,-1.3
VA,2009,11,55.5,-0.9
VA,2009,12,55.2,-1.2
VA,2010,1,55.2,-1.1
VA,2010,2,54.6,-1.7
VA,2010,3,54.8,-1.5
VA,2010,4,55.0,-1.3
VA,2010,5,55.2,-1.2
VA,2010,6,55.6,-0.8
VA,2010,7,56.1,-0.3
VA,2010,8,56.2,-0.2
VA,2010,9,56.4,0.0
VA,2010,10,56.7,0.3
VA,2010,11,56.4,0.0
VA,2010,12,55.9,-0.5
VA,2011,1,55.9,-0.4
VA,2011,2,56.6,0.3
VA,2011,3,56.5,0.2
VA,2011,4,56.5,0.2
VA,2011,5,56.4,0.0
VA,2011,6,56.1,-0.3
VA,2011,7,56.1,-0.3
VA,2011,8,56.0,-0.4
VA,2011,9,55.9,-0.5
VA,2011,10,55.7,-0.7
VA,2011,11,55.9,-0.5
VA,2011,12,57.0,0.6
VA,2012,1,57.6,1.3
VA,2012,2,57.6,1.3
VA,2012,3,58.4,2.1
VA,2012,4,58.2,1.9
VA,2012,5,58.4,2.0
VA,2012,6,58.1,1.7
VA,2012,7,58.2,1.8
VA,2012,8,58.1,1.7
VA,2012,9,58.0,1.6
VA,2012,10,58.1,1.7
VA,2012,11,57.5,1.1
VA,2012,12,57.6,1.2
VA,2013,1,57.5,1.2
VA,2013,2,57.1,0.8
VA,2013,3,55.8,-0.5
VA,2013,4,55.9,-0.4
VA,2013,5,55.5,-0.9
VA,2013,6,55.6,-0.8
VA,2013,7,55.4,-1.0
VA,2013,8,55.2,-1.2
VA,2013,9,55.2,-1.2
VA,2013,10,55.3,-1.1
VA,2013,11,55.3,-1.1
VA,2013,12,55.1,-1.3
VA,2014,1,54.4,-1.9
VA,2014,2,54.4,-1.9
VA,2014,3,54.4,-1.9
VA,2014,4,54.3,-2.0
VA,2014,5,54.6,-1.8
VA,2014,6,54.6,-1.8
VA,2014,7,54.4,-2.0
VA,2014,8,54.4,-2.0
VA,2014,9,54.5,-1.9
VA,2014,10,54.5,-1.9
VA,2014,11,54.4,-2.0
VA,2014,12,54.4,-2.0
VA,2015,1,54.8,-1.5
VA,2015,2,54.1,-2.2
VA,2015,3,54.4,-1.9
VA,2015,4,54.5,-1.8
VA,2015,5,54.7,-1.7
VA,2015,6,54.8,-1.6
VA,2015,7,54.9,-1.5
VA,2015,8,55.1,-1.3
VA,2015,9,55.2,-1.2
VA,2015,10,55.1,-1.3
VA,2015,11,55.8,-0.6
VA,2015,12,56.5,0.1
VA,2016,1,56.5,0.2
VA,2016,2,57.3,1.0
VA,2016,3,57.9,1.6
VA,2016,4,57.8,1.5
VA,2016,5,57.4,1.0
VA,2016,6,57.2,0.8
VA,2016,7,57.4,1.0
VA,2016,8,57.7,1.3
VA,2016,9,57.9,1.5
VA,2016,10,58.2,1.8
VA,2016,11,58.0,1.6
VA,2016,12,57.1,0.7
VA,2017,1,57.7,1.4
VA,2017,2,58.3,2.0
VA,2017,3,57.8,1.5
VA,2017,4,58.3,2.0
VA,2017,5,58.4,2.0
VA,2017,6,58.4,2.0
VA,2017,7,58.3,1.9
VA,2017,8,58.0,1.6
VA,2017,9,57.6,1.2
VA,2017,10,57.7,1.3
